ID,NameNoAuthors,LongitudeDecimal,LatitudeDecimal
120257,Carpolobia gossweileri,11.5,-2.91667
120258,Carpolobia gossweileri,9.95,2.28333
120121,Plagiocladus diandrus,10.1727,-1.80824
120122,Plagiocladus diandrus,11.2839,-0.85321
120123,Plagiocladus diandrus,10.95,-1.65
120124,Plagiocladus diandrus,12.75,0.5
120125,Plagiocladus diandrus,12.25,-0.583333
120126,Plagiocladus diandrus,10.75,-0.083333
120127,Plagiocladus diandrus,11.75,-1.63333
120128,Plagiocladus diandrus,11.75,-1.63333
120129,Plagiocladus diandrus,12.1333,-0.616667
120130,Plagiocladus diandrus,11.05,-2.75
120131,Plagiocladus diandrus,9.86667,-1.91667
120133,Plagiocladus diandrus,12.7,-0.833333
120134,Plagiocladus diandrus,10.7667,-0.116667
120135,Plagiocladus diandrus,10.7,-0.133333
120136,Plagiocladus diandrus,13,-0.666667
120138,Plagiocladus diandrus,11.7333,-1.56667
120139,Plagiocladus diandrus,13,-0.833333
120140,Plagiocladus diandrus,10.4167,3.08333
120142,Plagiocladus diandrus,10.75,-0.166667
120150,Plagiocladus diandrus,10.3783,-0.836667
120185,Plagiocladus diandrus,11.069,-1.04117
120186,Plagiocladus diandrus,10.3833,-2.23333
120187,Plagiocladus diandrus,10.9167,-1.31667
120188,Plagiocladus diandrus,10.6667,-0.15
120189,Plagiocladus diandrus,11.5,-0.1
120190,Plagiocladus diandrus,11.2,1.06667
120191,Plagiocladus diandrus,11.3301,1.45262
120192,Plagiocladus diandrus,10.0781,1.61887
120193,Plagiocladus diandrus,10.3115,1.66113
120434,Ardisia ebolowensis,10.2888,1.66268
120195,Plagiocladus diandrus,10.183,-1.815
120196,Plagiocladus diandrus,10.285,-1.437
120198,Plagiocladus diandrus,11.9,-0.683333
120199,Plagiocladus diandrus,11.9,-0.683333
120203,Plagiocladus diandrus,11.1053,-1.1692
120204,Plagiocladus diandrus,10.8894,-1.2708
120205,Plagiocladus diandrus,11.2361,-1.10555
120206,Plagiocladus diandrus,10.2939,1.77694
120207,Thecacoris glabroglandulosa,13.0667,-5.63333
120208,Thecacoris glabroglandulosa,12.3167,-4.33333
120209,Thecacoris glabroglandulosa,12.6833,-0.883333
120210,Thecacoris glabroglandulosa,10.5333,-2.58333
120212,Thecacoris glabroglandulosa,13.0667,-5.63333
120213,Thecacoris glabroglandulosa,13.0667,-5.63333
120214,Thecacoris glabroglandulosa,13.05,-5.48333
120215,Thecacoris glabroglandulosa,13.1333,-5.53333
120216,Thecacoris glabroglandulosa,13.0667,-5.63333
120217,Thecacoris glabroglandulosa,13.0667,-5.63333
120219,Uapaca niangadoumae,9.33525,0.57925
120220,Uapaca niangadoumae,9.33525,0.57925
120221,Uapaca niangadoumae,9.33333,0.566667
120222,Uapaca niangadoumae,9.3532,0.5818
120259,Carpolobia gossweileri,10.4167,3.08333
120260,Carpolobia gabonica,10.5333,-2.66667
120262,Carpolobia gossweileri,10.2,0.883333
120263,Carpolobia gabonica,11.1476,-3.27061
120276,Carpolobia gossweileri,11.2159,0.40438
120277,Carpolobia gabonica,12.2285,-4.0135
120278,Carpolobia gabonica,12.2,-4.03333
120280,Carpolobia gossweileri,11.3681,-1.60389
120281,Carpolobia gossweileri,10.3833,3.06667
120282,Carpolobia gabonica,12.1719,-4.03097
120283,Carpolobia gossweileri,10.4167,3.08333
120284,Carpolobia gossweileri,10.4167,3.08333
120285,Carpolobia gossweileri,10.05,2.75
120286,Carpolobia gossweileri,11.2833,0.75
120287,Carpolobia gossweileri,9.83167,2.45472
120288,Carpolobia gossweileri,10.4167,3.08333
120289,Carpolobia gossweileri,10.4167,3.08333
120386,Ardisia bracteata,10.0586656,0.5368192
120388,Ardisia bampsiana,12.7833,-1.13333
120389,Ardisia letestui,12.75,-1.03333
120390,Ardisia ebolowensis,11.1333,2.81667
120391,Ardisia hallei,13.2,1.06667
120395,Ardisia belingaensis,13.1333,1.08333
120396,Ardisia belingaensis,13.1333,1.08333
120397,Ardisia belingaensis,13.1333,1.08333
120398,Ardisia lethomasiae,13.1333,1.08333
120399,Ardisia lethomasiae,13.1333,1.08333
120290,Carpolobia gabonica,10.7369,-3.08936
120291,Carpolobia gabonica,10.7894,-3.08917
120292,Carpolobia gabonica,10.7346,-3.08069
120293,Maltebrunia le-testui,10.2916,1.66132
120294,Maltebrunia le-testui,11.9,-0.683333
120295,Maltebrunia le-testui,11.9,-0.683333
120302,Puelia schumanniana,10.4167,3.08333
120303,Puelia schumanniana,9.87889,2.25806
120304,Puelia schumanniana,10.4167,3.08333
120305,Puelia schumanniana,9.98333,2.98333
120306,Puelia schumanniana,9.94444,2.22556
120308,Puelia schumanniana,10.05,1.596
120309,Puelia schumanniana,10.0755,1.62485
120310,Puelia schumanniana,10.3,1.65
120351,Carpolobia gossweileri,9.83611,2.50083
120352,Carpolobia gossweileri,10.4167,3.08333
120353,Carpolobia gossweileri,12.65,-0.85
120354,Carpolobia gossweileri,9.84167,2.46
120355,Carpolobia gossweileri,12.7,-0.833333
120356,Carpolobia gossweileri,12.1333,-1.53333
120357,Carpolobia gabonica,11.0882,-2.98936
120358,Carpolobia gossweileri,9.95,3
120359,Carpolobia gossweileri,10.0167,2.81667
120360,Carpolobia gossweileri,9.95,3
120361,Carpolobia gossweileri,9.95,2.3
120362,Carpolobia gossweileri,12.7,-0.833333
120363,Carpolobia gossweileri,9.98333,2.86667
120364,Carpolobia gossweileri,11.2159,0.40438
120365,Carpolobia gossweileri,10.9002,0.97695
120366,Carpolobia gossweileri,10.2592,0.5042
120367,Heterosamara mannii,10.15,0.883333
120368,Heterosamara mannii,10.3667,0.616667
120369,Heterosamara mannii,10.3833,0.683333
120370,Heterosamara mannii,10.3833,0.7
120371,Heterosamara mannii,10.0586656,0.5368192
120372,Heterosamara mannii,10.3333,0.65
120403,Ardisia ototomoensis,11.3919,3.96189
120404,Ardisia lethomasiae,11.9167,-0.683333
120405,Ardisia hallei,11.9242,-1.80267
120406,Ardisia belingaensis,13.2,1.06667
120410,Ardisia ebolowensis,10.0978,2.2525
120412,Ardisia ebolowensis,10.6942,2.53556
120414,Ardisia hallei,11.7608,-1.68
120418,Ardisia sadebeckiana,10.3333,0.6
120419,Ardisia sadebeckiana,10.4483,-1.32667
120421,Ardisia sadebeckiana,10.3,0.4
120426,Ardisia pierreana,9.48333,0.416667
121390,Craterispermum gabonicum,10.8333,-0.416667
121392,Craterispermum gabonicum,10.1833,-0.2
121393,Craterispermum gabonicum,10,-1.83333
121394,Craterispermum gabonicum,13,-0.666667
121404,Craterispermum gabonicum,10.5833,-2.6
121405,Craterispermum gabonicum,10.8833,-1.23333
121406,Craterispermum gabonicum,10.75,0.05
121407,Craterispermum gabonicum,10.2333,-1.08333
121408,Craterispermum gabonicum,10.5269,-2.74306
121409,Craterispermum gabonicum,9.76667,-1.9
121410,Craterispermum gabonicum,9.86667,-1.91667
121411,Craterispermum gabonicum,9.83333,-1.91667
121581,Empogona concolor,11.3667,-1.75
121582,Empogona concolor,11.1667,0.833333
121583,Empogona concolor,10.525,0.946667
121584,Empogona concolor,10.515,0.938333
121585,Empogona breteleri,11.7667,-0.1
121586,Empogona breteleri,10.6667,-2.5
121587,Empogona breteleri,10.7167,-2.41667
120427,Ardisia ebolowensis,9.91389,2.80528
120428,Ardisia ebolowensis,10.0236,2.80167
120439,Ardisia sadebeckiana,10.2982,1.66363
120441,Ardisia ebolowensis,10.2982,1.66363
120498,Cassipourea carringtoniana,11.25,-3.75
120499,Cassipourea ndambiana,10.0167,3.13333
120500,Cassipourea dinklagei,10.4181,3.14778
120501,Bertiera sphaerica,10.4167,0.616667
120502,Bertiera arctistipula,11.4761,-0.4275
120504,Bertiera sphaerica,11.3333,-1.75
120505,Bertiera heterophylla,10.5305,3.17086
120506,Bertiera heterophylla,10.3,0.5
120507,Bertiera rosseeliana,10.6794,2.54417
120509,Bertiera rosseeliana,10.2463,2.71458
120528,Cassipourea zenkeri,10.4167,3.08333
120529,Cassipourea zenkeri,10.525,2.73444
120530,Cassipourea zenkeri,10.53,2.74528
120532,Cassipourea zenkeri,10.4167,3.08333
120540,Cassipourea carringtoniana,10.0667,-2.8
120541,Cassipourea ndambiana,13.21,-0.931667
120543,Cassipourea ndambiana,13.3667,-0.783333
120544,Cassipourea carringtoniana,9.32944,-1.93056
120545,Cassipourea dinklagei,9.89698,2.79431
120546,Cassipourea carringtoniana,9.38333,-2
120547,Cassipourea alternifolia,10.0478,2.25111
120548,Cassipourea alternifolia,9.91417,2.44194
120549,Cassipourea zenkeri,10.4167,3.53333
120550,Cassipourea zenkeri,10.4167,3.08333
120551,Cassipourea carringtoniana,10.0783,-2.80167
120552,Cassipourea carringtoniana,9.30217,-1.91583
120553,Cassipourea zenkeri,10.4,3.43333
120555,Kupeantha spathulata,10.5392,3.18168
120557,Kupeantha spathulata,10.536,3.1943
120558,Kupeantha spathulata,10.6667,3.3075
120559,Aulacocalyx camerooniana,10.52,2.79
120560,Aulacocalyx camerooniana,10.5333,2.75
120561,Aulacocalyx camerooniana,10.5333,2.75
120563,Aulacocalyx subulata,11.3333,-1.75
120564,Aulacocalyx subulata,10.4,0.716667
120565,Aulacocalyx subulata,11.4,0.7
120566,Aulacocalyx subulata,10.4333,0.81667
120567,Aulacocalyx subulata,10.5408,2.74889
120568,Aulacocalyx subulata,12.3667,-1.41667
120569,Aulacocalyx subulata,13.8833,0.978333
120571,Aulacocalyx subulata,13.1979,1.10065
120572,Aulacocalyx subulata,12.8,1.5
120573,Aulacocalyx subulata,10.0033,-1.90333
120574,Aulacocalyx subulata,9.78333,-2.11667
120575,Aulacocalyx subulata,11.2294,0.40025
120576,Cassipourea dinklagei,9.9,2.86667
120577,Cassipourea dinklagei,9.9,2.88333
120581,Cassipourea zenkeri,10.3833,3.06667
120582,Cassipourea zenkeri,10.53,2.74528
120583,Cassipourea zenkeri,10.2833,2.6575
120585,Aoranthe annulata,9.48333,0.4167
120586,Aoranthe annulata,10.46,-2.41
120711,Bertiera sphaerica,13.0833,0.416667
120712,Bertiera arctistipula,10.4,-2.23333
120713,Bertiera sphaerica,10.5172,0.941167
120714,Bertiera arctistipula,10.2867,0.458333
120715,Bertiera arctistipula,10.2833,0.616667
120716,Bertiera sphaerica,11.7633,-1.61417
120717,Bertiera sphaerica,11.2833,0.683333
120719,Bertiera batesi var. thollonii,10.4038,-1.87383
120720,Bertiera lanx,11.7555,-1.64953
120721,Bertiera lanx,11.75,-1.61667
120722,Bertiera sphaerica,11.75,-1.61667
120723,Bertiera rosseeliana,10.5421,2.7531
120724,Bertiera sphaerica,10.2333,0.55
120726,Bertiera arctistipula,11.9167,-0.683333
120727,Bertiera arctistipula,10.28,0.455
120728,Bertiera sphaerica,11.753,-1.67317
120588,Aoranthe annulata,10.5,-2.28333
120589,Aoranthe annulata,9.91667,-1.91667
120590,Aoranthe annulata,9.87833,-1.95833
120591,Aoranthe annulata,11.2833,0.75
120592,Aoranthe annulata,10.6167,-2.5
120593,Aoranthe annulata,9.91667,0.416667
120594,Aoranthe annulata,9.9,-1.95
120595,Aoranthe annulata,10.5167,-2.2
120596,Aoranthe annulata,9.86667,-1.96667
120597,Aoranthe annulata,9.81667,-2.03333
120598,Aoranthe annulata,9.86667,-1.96667
120599,Aoranthe annulata,9.43333,0.433333
120600,Aoranthe annulata,9.88,-1.95
120601,Aoranthe annulata,9.95,0.366667
120602,Aoranthe annulata,10.0333,-2.76667
120603,Aoranthe annulata,10.0833,0.25
120604,Aoranthe annulata,9.83333,-1.91667
120605,Aoranthe annulata,9.875,-1.955
120606,Aoranthe annulata,9.88333,-1.78333
120608,Aoranthe annulata,11.8333,0.25
120609,Aoranthe annulata,9.89,-1.95167
120611,Aoranthe annulata,11.1667,-2.83333
120612,Aoranthe annulata,9.75,-1.83333
120614,Aoranthe annulata,10.5,-2.28333
120615,Aoranthe annulata,9.45,0.416667
120618,Aoranthe annulata,10.2305,-1.67972
120619,Aoranthe annulata,9.97544,0.4325
120620,Aoranthe annulata,10.3773,-1.93383
120628,Aoranthe annulata,10.775,-0.4
120629,Kupeantha spathulata,10.6349,3.35225
120630,Kupeantha spathulata,10.6378,3.33717
120631,Kupeantha spathulata,10.5793,3.23767
120632,Kupeantha spathulata,10.7209,3.35029
120633,Kupeantha spathulata,10.7421,3.36017
120634,Kupeantha spathulata,10.6493,3.30319
120635,Kupeantha spathulata,10.4794,3.14373
120636,Kupeantha spathulata,10.7304,3.358
120637,Kupeantha spathulata,10.4652,3.13553
120638,Kupeantha spathulata,10.6379,3.33717
120639,Kupeantha spathulata,10.6458,3.32111
120640,Kupeantha spathulata,10.5844,3.24028
120641,Kupeantha spathulata,10.7339,3.34417
120642,Kupeantha spathulata,10.7209,3.35029
120643,Kupeantha spathulata,10.5783,3.22806
120644,Kupeantha spathulata,10.5265,3.19025
120645,Kupeantha spathulata,10.5833,3.23331
120646,Kupeantha spathulata,10.5374,3.1865
120647,Kupeantha spathulata,10.7331,3.37617
120648,Kupeantha spathulata,10.5359,3.19428
120649,Kupeantha spathulata,10.5813,3.22822
120651,Aulacocalyx subulata,13.5991,-2.70736
120652,Aulacocalyx subulata,13.5672,-2.96669
120653,Aulacocalyx subulata,11.8089,-1.17522
120654,Aulacocalyx subulata,13.2,1.1
120655,Aulacocalyx subulata,13.5991,-2.70736
120656,Aulacocalyx subulata,13.0167,-0.733333
120657,Aulacocalyx subulata,9.89667,-1.94333
120658,Aulacocalyx subulata,13.2016,1.04844
120660,Aulacocalyx subulata,12.8185,1.48518
120661,Aulacocalyx subulata,10.0517,-1.91333
120662,Aulacocalyx subulata,13.8833,0.978333
120663,Aulacocalyx subulata,13.885,0.975
120664,Aulacocalyx subulata,9.67717,-2.24667
120665,Aulacocalyx subulata,10.5833,-1.41667
120666,Aulacocalyx subulata,10.6667,-1.36667
120667,Aulacocalyx subulata,12.3333,-0.25
120668,Aulacocalyx subulata,9.91667,-1.91667
120669,Aulacocalyx subulata,10,-1.88333
120671,Aulacocalyx subulata,10.2204,1.43822
120676,Aulacocalyx subulata,12.2362,-2.04475
120680,Bertiera heterophylla,10.4,0.6
120682,Bertiera rosseeliana,9.98333,2.88333
120683,Bertiera rosseeliana,10.05,3.05
120684,Bertiera rosseeliana,10.0211,2.79961
120696,Bertiera rosseeliana,10.52,2.79
120697,Bertiera rosseeliana,10.52,2.79
120698,Bertiera rosseeliana,10.52,2.79
120699,Bertiera rosseeliana,10.5354,2.74625
120700,Bertiera arctistipula,10.0167,0.883333
120701,Bertiera arctistipula,9.86667,-1.96667
120702,Bertiera heterophylla,10.4167,0.616667
120703,Bertiera rosseeliana,9.93333,1.33333
120704,Bertiera sphaerica,10.95,-1.3
120705,Bertiera sphaerica,10.4167,0.616667
120706,Bertiera rosseeliana,9.93333,1.35
120707,Bertiera rosseeliana,10.0291,2.80942
120708,Bertiera rosseeliana,10.6794,2.54417
120709,Bertiera lanx,10.2667,0.583333
120710,Bertiera sphaerica,10.8333,-0.416667
120729,Bertiera sphaerica,10.4333,0.833333
120730,Bertiera arctistipula,12.5751,-0.971667
120731,Bertiera sphaerica,10.6482,-1.96064
120733,Bertiera lanx,10.3833,0.616667
120735,Bertiera batesi var. thollonii,10.7667,-2.6
120736,Bertiera arctistipula,10.4,-2.21667
120737,Bertiera arctistipula,10.3833,0.633333
120738,Bertiera lanx,11.3667,-1.75
120740,Bertiera sphaerica,10.3992,-1.87636
120741,Bertiera lanx,10.3167,0.65
120742,Bertiera batesi var. thollonii,10.5367,-2.93667
120747,Bertiera rosseeliana,10.2463,2.71458
120753,Bertiera sphaerica,11.0333,1.23333
120754,Calochone redingii,13.0667,-5.63333
120755,Calochone redingii,13.3667,-5.51667
120756,Calochone redingii,13.0667,-5.63333
120757,Calochone redingii,13.0667,-5.63333
120758,Calochone redingii,13.3667,-5.51667
120759,Calochone redingii,13.2333,-4.98333
120760,Calochone redingii,13.0667,-5.63333
120761,Calochone redingii,10.6667,-2.66667
120773,Calochone redingii,10.5167,-2.38333
121216,Corynanthe mayumbensis,11,-2.83333
121218,Corynanthe mayumbensis,10.5443,-2.63467
121219,Corynanthe mayumbensis,10.3333,-2.16667
121220,Corynanthe mayumbensis,10.4,-2.2
121221,Corynanthe mayumbensis,10.6667,-0.25
121223,Corynanthe mayumbensis,10.95,-1.3
121224,Corynanthe mayumbensis,10.6667,-1.03333
121225,Corynanthe mayumbensis,10.4142,-2.026
121227,Corynanthe mayumbensis,10.8833,-1.23333
121228,Corynanthe mayumbensis,11.3667,-1.03333
121230,Corynanthe mayumbensis,11.9167,0.25
121380,Corynanthe mayumbensis,11.9,-0.683333
121381,Corynanthe mayumbensis,11.9,-0.683333
121384,Corynanthe mayumbensis,11.45,-1.81667
121717,Heinsia crinita var. scitula,8.86667,-0.833333
121718,Heinsia myrmoecia,10.05,1.85
121192,Craterispermum gabonicum,9.83954,-1.91654
121193,Craterispermum gabonicum,9.83954,-1.91654
121501,Globulostylis robbrechtiana,10.5478,2.74583
121502,Globulostylis robbrechtiana,10.4102,3.0775
121504,Globulostylis robbrechtiana,10.1078,1.51926
121505,Globulostylis robbrechtiana,10.1078,1.51926
121506,Globulostylis dewildeana,11.1667,2.8
121507,Globulostylis robbrechtiana,10.3,1.65
121508,Globulostylis robbrechtiana,10.3167,1.56667
121509,Globulostylis robbrechtiana,10.3167,1.56667
121510,Globulostylis robbrechtiana,10.3167,1.56667
121511,Globulostylis robbrechtiana,10.3,1.65
121512,Globulostylis robbrechtiana,10.3167,1.56667
121513,Cuviera cuvieroides,12.8,3.18333
121514,Cuviera cuvieroides,12.7167,3.36666
121515,Cuviera cuvieroides,13,-2.05
121815,Ixora batesii,12.3667,3.01667
121817,Ixora batesii,12.3667,3.01667
121818,Ixora batesii,12.3667,3.01667
121819,Ixora batesii,12.3667,3.01667
121821,Ixora synactica,10.4667,3.33333
121822,Ixora synactica,10.6379,3.33717
121823,Ixora batesii,10.536,3.1943
121824,Ixora batesii,10.4776,3.14506
121211,Leptactina papalis,12.3333,-1.5
121213,Colletoecema magna,10.4846,3.12958
121214,Colletoecema gabonensis,11.328,-1.16533
121215,Corynanthe mayumbensis,12.7,-0.816667
121283,Coffea mapiana,10.8188,3.21458
121285,Coffea fotsoana,11.3921,3.95958
121286,Coffea fotsoana,11.3921,3.95958
121298,Coffea mapiana,10.0712,2.39833
121301,Coffea mapiana,10.6418,3.32188
121302,Leptactina papalis,13.6606,-2.32444
121303,Leptactina papalis,11.8069,-1.17006
121304,Leptactina papalis,11.9167,-0.683333
121305,Corynanthe mayumbensis,12.7,-0.816667
121306,Corynanthe mayumbensis,10.5,-1.06667
121307,Corynanthe mayumbensis,11.3333,-1.75
121309,Corynanthe mayumbensis,12.7,-0.816667
121310,Corynanthe mayumbensis,9.76667,0.6
121311,Corynanthe mayumbensis,9.8,0.016667
121312,Corynanthe mayumbensis,12.1333,-0.4
121317,Craterispermum gabonicum,9.88333,-1.78333
121321,Craterispermum gabonicum,10.5,-1.06667
121322,Craterispermum gabonicum,10.75,-0.0833333
121323,Craterispermum gabonicum,10.4,-2.2
121333,Corynanthe mayumbensis,12.9167,-0.75
121335,Corynanthe mayumbensis,10.8333,-0.416667
121336,Corynanthe mayumbensis,12.1667,2.16667
121340,Corynanthe mayumbensis,13.55,-4.26667
121342,Corynanthe mayumbensis,11.3833,-1.71667
121343,Corynanthe mayumbensis,11.9133,-0.68
121344,Corynanthe mayumbensis,11.9167,0.033333
121346,Corynanthe mayumbensis,10.167,-1.8
121347,Corynanthe mayumbensis,9.86667,-1.9
121348,Corynanthe mayumbensis,11.1667,-0.05
121349,Corynanthe mayumbensis,11.45,0.766667
121350,Corynanthe mayumbensis,10.2397,-1.63675
121352,Corynanthe mayumbensis,11.9167,-0.683333
121355,Corynanthe mayumbensis,11.7652,-0.360861
121357,Corynanthe mayumbensis,11.7833,0.3
121358,Corynanthe mayumbensis,9.83333,-2.03333
121359,Corynanthe mayumbensis,11.1443,-0.968333
121360,Corynanthe mayumbensis,12.7667,-4.65
121361,Corynanthe mayumbensis,10.5833,-2.6
121362,Corynanthe mayumbensis,11.2332,-1.14983
121363,Corynanthe mayumbensis,10.0067,-1.925
121365,Corynanthe mayumbensis,11.9,-0.683333
121366,Corynanthe mayumbensis,9.76667,0.6
121367,Corynanthe mayumbensis,9.83333,-1.91667
121368,Corynanthe mayumbensis,12.2383,0.4
121369,Corynanthe mayumbensis,10.5,-2.5
121370,Corynanthe mayumbensis,10.4833,-2.55
121372,Corynanthe mayumbensis,10.0333,-0.216667
121373,Corynanthe mayumbensis,11.9333,-0.1
121376,Corynanthe mayumbensis,11.9,-0.683333
121377,Corynanthe mayumbensis,11.9,-0.683333
121378,Corynanthe mayumbensis,11.9,-0.683333
121379,Corynanthe mayumbensis,11.9,-0.683333
121387,Corynanthe mayumbensis,11.6167,-0.116667
121389,Craterispermum gabonicum,9.88333,-1.91333
121588,Empogona breteleri,13.5993,-2.77892
121589,Empogona breteleri,13.6728,-2.32208
121590,Empogona concolor,13.1833,1.11667
121591,Empogona breteleri,10.8833,-1.23333
121592,Empogona breteleri,10.7167,-2.41667
121754,Heinsia myrmoecia,10.055,1.59367
121755,Heinsia myrmoecia,10.055,1.59367
121475,Cuviera pierrei,10.6667,0.55
121476,Cuviera pierrei,9.43333,0.433333
121477,Cuviera pierrei,9.43333,0.433333
121478,Cuviera pierrei,9.45,0.383333
121479,Cuviera pierrei,9.45,0.383333
121480,Cuviera pierrei,9.45,0.383333
121481,Cuviera pierrei,9.45,0.383333
121482,Cuviera pierrei,9.45,0.383333
121485,Cuviera pierrei,10.15,0.316667
121486,Cuviera cuvieroides,12.8169,3.17558
121935,Pauridiantha siderophila,10.5218,0.917
121936,Pauridiantha crystallina,10.15,0.316667
121937,Pauridiantha crystallina,10.1667,0.333333
121938,Pauridiantha crystallina,10.3667,0.666667
121939,Pauridiantha mayumbensis,9.91667,-1.9
121940,Pauridiantha crystallina,10.1833,0.266667
121942,Pauridiantha longistipula,10.4033,0.613333
121985,Pauridiantha siderophila,13.1979,1.10065
121988,Pauridiantha siderophila,10.3,1.61667
121989,Pauridiantha letestuana,11.8833,-1.5
121990,Pauridiantha letestuana,11.3333,-1.75
121991,Pauridiantha letestuana,11.3333,-1.66667
121992,Pauridiantha letestuana,11.7667,-1.65
121993,Pauridiantha letestuana,11.4167,-1.91667
121994,Pauridiantha letestuana,10.8167,-1.21667
121996,Pauridiantha pleiantha,10.4173,-2.13033
121998,Pauridiantha siderophila,13.3516,2.25857
122000,Pauridiantha siderophila,13.1979,1.10065
122002,Pauridiantha siderophila,13.1979,1.10065
122003,Pauridiantha crystallina,10.5833,-0.083333
122004,Pauridiantha siderophila,13.1979,1.10065
122006,Pauridiantha siderophila,10.8038,4.34542
122007,Pauridiantha siderophila,11.0167,1.46667
122008,Pauridiantha mayumbensis,13.0667,-5.63333
122009,Pauridiantha mayumbensis,13.0667,-5.63333
122010,Pauridiantha mayumbensis,13.1167,-5.51667
122011,Pauridiantha mayumbensis,13.2167,-5.48333
122013,Pauridiantha mayumbensis,12.4167,-4.21667
122014,Pauridiantha mayumbensis,13.159,-5.57793
122015,Pauridiantha mayumbensis,9.85,-1.95
121487,Cuviera cuvieroides,12.8147,3.18075
121488,Cuviera cuvieroides,12.8148,3.18075
121550,Cuviera pierrei,11.4833,-1.73333
121551,Cuviera pierrei,9.59306,1.00222
121555,Cuviera pierrei,10.25,0.4
121556,Cuviera pierrei,9.83333,0.7
121563,Cuviera pierrei,9.41667,0.466667
121564,Cuviera pierrei,9.76667,0.6
121567,Cuviera pierrei,10.2592,0.5042
121571,Cuviera pierrei,9.48333,1.2
121572,Leptactina congolana,15.35,-4.46667
121573,Didymosalpinx konguensis,9.83333,0.7
121576,Empogona breteleri,13,-2.05
121578,Empogona breteleri,10.8167,-1.21667
121579,Empogona breteleri,13.25,-1.56667
121580,Empogona concolor,10.0523,0.9475
121593,Empogona breteleri,11.9167,0.25
121594,Empogona breteleri,13.6,-2.71667
121595,Empogona breteleri,10.6167,-2.5
121596,Empogona concolor,10.5167,0.9
121597,Empogona concolor,10.5167,0.916667
121598,Empogona concolor,10.2086,1.43471
121599,Euclinia squamifera,10.4167,3.08333
121600,Euclinia squamifera,13.1979,1.10065
121601,Euclinia squamifera,11.25,-2.23333
121602,Euclinia squamifera,12.75,0.5
121603,Euclinia squamifera,12.75,0.5
121604,Euclinia squamifera,13.1333,1.08333
121618,Gaertnera gabonensis,10.2803,0.455833
121619,Gaertnera gabonensis,9.885,-1.945
121623,Gaertnera gabonensis,9.91667,-1.9
121624,Gaertnera gabonensis,9.91667,-1.91667
121627,Gaertnera gabonensis,10.2811,-1.73414
121628,Gaertnera gabonensis,9.86667,-1.91667
121629,Gaertnera gabonensis,11.4,-1.73333
121641,Globulostylis robbrechtiana,10.1078,1.51926
121642,Globulostylis robbrechtiana,10.4,0.616667
121644,Cuviera cuvieroides,12.8346,3.28726
121646,Cuviera cuvieroides,12.7371,3.13409
121649,Cuviera cuvieroides,13.1979,1.10065
121650,Cuviera cuvieroides,11.95,2.71667
121651,Cuviera cuvieroides,12.7561,3.16936
121652,Globulostylis robbrechtiana,10.5342,2.74905
121653,Cuviera cuvieroides,11.9267,1.29167
121654,Globulostylis dewildeana,11.1604,2.80042
121655,Globulostylis dewildeana,11.3129,2.82542
121656,Globulostylis robbrechtiana,10.2961,2.46028
121657,Globulostylis robbrechtiana,10.2961,2.46028
121659,Globulostylis robbrechtiana,10.1078,1.51926
121662,Globulostylis robbrechtiana,10.1078,1.51926
121663,Globulostylis robbrechtiana,10.1078,1.51926
121664,Globulostylis robbrechtiana,10.1078,1.51926
121665,Globulostylis robbrechtiana,10.3,1.61667
121666,Globulostylis robbrechtiana,10.4767,1.687
121667,Globulostylis robbrechtiana,10.6333,1.63333
121668,Globulostylis robbrechtiana,10.2667,1.76667
121669,Globulostylis robbrechtiana,10.4,0.616667
121670,Globulostylis robbrechtiana,10.4167,0.616667
121671,Cuviera cuvieroides,12.8169,3.17558
121673,Cuviera cuvieroides,11.3833,0.7
121674,Cuviera cuvieroides,12.55,3.18333
121675,Cuviera cuvieroides,12.85,3.21667
121676,Cuviera cuvieroides,12.8667,3.11778
121677,Cuviera cuvieroides,12.55,3.18333
121679,Cuviera cuvieroides,12.5833,-1.66667
121680,Cuviera cuvieroides,11.163,-3.64339
121681,Cuviera cuvieroides,11.4164,-3.42547
121682,Cuviera cuvieroides,12.556,-0.187
121683,Globulostylis robbrechtiana,10.5304,2.74445
121684,Heinsia myrmoecia,10.0333,3
121685,Heinsia myrmoecia,9.98333,2.98333
121686,Heinsia myrmoecia,10.0342,2.80347
121687,Heinsia myrmoecia,9.96667,2.91667
121690,Heinsia myrmoecia,10.4167,3.08333
121691,Heinsia myrmoecia,10.4167,3.08333
121692,Heinsia myrmoecia,10.4167,3.08333
121693,Heinsia myrmoecia,10.4167,3.08333
121694,Heinsia myrmoecia,10.5333,2.76667
121695,Heinsia myrmoecia,10.1204,3.01542
121697,Heinsia myrmoecia,10.05,3.01667
121698,Ixora batesii,11.4896,3.91458
121700,Ixora letestui,10.9167,-2.55
121703,Ixora letestui,10.9167,-2.55
121711,Heinsia myrmoecia,9.81667,1.36667
121712,Heinsia crinita var. scitula,11.8,-4.53333
121714,Heinsia crinita var. scitula,8.78333,-0.75
121715,Heinsia crinita var. scitula,10.1167,-2.775
121716,Heinsia crinita var. scitula,9.93333,-2.7
121742,Heinsia crinita var. scitula,9.40383,-2.04439
121744,Heinsia crinita var. scitula,10.017,-2.79167
121745,Heinsia crinita var. scitula,10.0183,-2.78833
121746,Heinsia crinita var. scitula,10.0417,-2.80167
121748,Heinsia myrmoecia,9.92667,0.43
