ID,NameNoAuthors,LongitudeDecimal,LatitudeDecimal
107950,Begonia elatostemmoides,15.7333,-4.23333
107951,Begonia elatostemmoides,15.7667,-4.3
107952,Begonia gossweileri,12.1,-4.2
107953,Begonia gossweileri,12,-4.58333
107954,Begonia gossweileri,12.25,-4.5
107955,Begonia gossweileri,13.5333,-4.23333
107956,Begonia sciaphila,11.1667,3.73333
107957,Begonia sciaphila,10.7333,2.96667
107959,Begonia elatostemmoides,10.45,0.616667
107961,Begonia susaniae,10.45,0.616667
107962,Begonia susaniae,10.4,0.616667
107963,Begonia sciaphila,10.4033,0.613333
107964,Begonia scutulum,10.2667,0.416667
107965,Begonia clypeifolia,10.3667,0.666667
107966,Begonia susaniae,10.3667,0.666667
107967,Begonia scutulum,10.3667,0.666667
107968,Begonia clypeifolia,10.3167,0.65
107969,Begonia sciaphila,10.3,0.633333
107970,Begonia clypeifolia,10.3,0.633333
107971,Begonia komoensis,13.1917,1.09833
107972,Begonia elatostemmoides,10.8283,-0.325
107973,Begonia elatostemmoides,11.0167,-1.03333
107975,Begonia clypeifolia,11.4015,-1.6985
107992,Begonia auriculata,11.015,-1.04167
107994,Begonia clypeifolia,11.7667,-1.65
107995,Begonia scutulum,11.7667,-1.65
107998,Begonia elatostemmoides,11.4167,-1.91667
107999,Begonia elatostemmoides,11.1833,-2.68333
108008,Begonia elatostemmoides,10.4585,-2.67
108009,Begonia minutifolia,10.3833,0.633333
108010,Begonia elatostemmoides,10.3333,-2.25
108012,Begonia susaniae,10.4037,0.628333
108014,Begonia komoensis,10.504,-2.652
108015,Begonia clypeifolia,10.7333,2.95
108016,Begonia erectocaulis,10.3833,0.65
108027,Begonia elatostemmoides,11.3333,-1.66667
108028,Begonia gabonensis,10.4,0.616667
108029,Begonia clypeifolia,10.4,0.616667
108030,Begonia komoensis,12.8167,0.5
108031,Begonia komoensis,13.1667,1.11667
108032,Begonia clypeifolia,10.5,-1
108034,Begonia clypeifolia,11.7,-1.65
108035,Begonia elatostemmoides,11.7,-1.65
108036,Begonia scutulum,11.7,-1.65
108038,Begonia clypeifolia,10.3333,0.566667
108039,Begonia elatostemmoides,11.7,-1.65
108040,Begonia aspleniifolia,11.7,-1.65
108042,Begonia atroglandulosa subsp. Atroglandulosa,11.7,-1.65
108043,Begonia elatostemmoides,10.3333,0.566667
108044,Begonia mbangaensis,11.45,-1.78333
108046,Begonia auriculata,10.3833,0.7
108047,Begonia letestui,11.35,-1.75
108048,Begonia aggeloptera,10.3167,0.666667
108049,Begonia susaniae,10.3167,0.666667
108051,Begonia minutifolia,10.3167,0.666667
108052,Begonia elatostemmoides,10.3167,0.666667
108053,Begonia scutulum,10.8833,-1.23333
108056,Begonia scutulum,10.35,0.6
108057,Begonia elatostemmoides,10.3667,-2.2
108058,Begonia gabonensis,10.2,-2.21667
108064,Begonia elatostemmoides,10.3667,0.633333
108065,Begonia scutulum,10.3333,0.6
108066,Begonia susaniae,10.3333,0.6
108067,Begonia auriculata,10.3333,0.6
108068,Begonia susaniae,10.3667,0.666667
108069,Begonia clypeifolia,10.2667,0.6
108070,Begonia heterochroma,10.2667,0.6
108072,Begonia komoensis,10.35,0.616667
108073,Begonia clypeifolia,10.2,0.883333
108074,Begonia atroglandulosa subsp. Atroglandulosa,11.7667,-1.65
108075,Begonia aspleniifolia,11.7667,-1.65
108077,Begonia sciaphila,11.7667,-1.65
108078,Begonia elatostemmoides,11.7667,-1.65
108080,Begonia letestui,11.3333,-1.91667
108081,Begonia sciaphila,11.0833,3.75
108082,Begonia sciaphila,12.6167,-4.56667
108083,Begonia sciaphila,10.3833,3.06667
108086,Begonia elatostemmoides,11.7667,-1.65
108087,Begonia sciaphila,10.4167,2.81667
108088,Begonia elatostemmoides,10.5167,-1.43333
108090,Begonia elatostemmoides,11,0.833333
108092,Begonia komoensis,10.4433,-1.37667
108093,Begonia sciaphila,10.4417,-1.36167
108094,Begonia elatostemmoides,10.4417,-1.36167
108095,Begonia clypeifolia,11.785,-0.626667
108097,Begonia dewildei,10.5,-2.41667
108100,Begonia ferramica,13.1667,1.05
108101,Begonia gossweileri,12.45,-4.23333
108108,Begonia erectotricha,10.2833,0.45
108109,Begonia elatostemmoides,10.45,-1.28333
108110,Begonia gabonensis,10.4,0.616667
108111,Begonia elatostemmoides,10.45,-1.28333
108114,Begonia elatostemmoides,10.4517,-2.67333
108115,Begonia elatostemmoides,11.4,-1.43333
108117,Begonia sciaphila,10.8682,-1.2865
108118,Begonia elatostemmoides,10.5402,-2.62367
108121,Begonia susaniae,10.5,0.5
108122,Begonia erectocaulis,10.3833,0.616667
108123,Begonia elatostemmoides,10.504,-2.6515
108124,Begonia komoensis,9.85,-1.95
108125,Begonia sciaphila,10.3977,0.606
108126,Begonia scutulum,10.4167,0.616667
108127,Begonia elatostemmoides,10.3488,-1.945
108136,Begonia clypeifolia,10.4917,-1.98167
108137,Begonia elatostemmoides,11.1667,0.833333
108138,Begonia scutulum,10.35,0.616667
108139,Begonia komoensis,10.0017,-1.95833
108140,Begonia sciaphila,11.563,-1.317
108142,Begonia elatostemmoides,11.1667,0.833333
108259,Begonia gabonensis,10.5167,-2.38333
108260,Begonia clypeifolia,11.45,-2.07667
108261,Begonia heterochroma,9.96667,3.01667
108262,Begonia susaniae,9.78333,0.55
108263,Begonia gossweileri,12.45,-4.23333
108264,Begonia komoensis,10.55,-2.71667
108571,Aucoumea klaineana,12.7247,-1.33595
108572,Aucoumea klaineana,12.7247,-1.33595
108573,Aucoumea klaineana,12.7171,-1.3437
108574,Aucoumea klaineana,13.6333,-1.08333
108575,Aucoumea klaineana,9.33333,-0.083333
108577,Aucoumea klaineana,11.6167,-0.116667
108579,Begonia elatostemmoides,9.43333,1.23333
108580,Begonia elatostemmoides,10.3183,1.66
108605,Aucoumea klaineana,10.8753,-1.37502
108606,Aucoumea klaineana,10.8774,-1.38889
108607,Aucoumea klaineana,10.8774,-1.38889
108608,Aucoumea klaineana,12.9797,-0.734
108609,Aucoumea klaineana,13.7977,-0.790333
108678,Aucoumea klaineana,11.3038,-1.21446
108679,Aucoumea klaineana,11.3038,-1.21446
108775,Aucoumea klaineana,10.8753,-1.37502
108776,Aucoumea klaineana,10.8753,-1.37502
108777,Aucoumea klaineana,10.864,-1.38569
108778,Aucoumea klaineana,10.864,-1.38569
108779,Aucoumea klaineana,10.864,-1.38569
109485,Dacryodes igaganga,11.3708,-1.60277
109486,Dacryodes heterotricha,10.1859,0.44962
109487,Dacryodes igaganga,9.87299,-1.84035
109488,Dacryodes buettneri,10.5275,-0.83197
109174,Aucoumea klaineana,12.7171,-1.3437
109175,Aucoumea klaineana,12.7171,-1.3437
109176,Aucoumea klaineana,12.7171,-1.3437
109177,Aucoumea klaineana,12.7087,-1.34082
109178,Aucoumea klaineana,12.7087,-1.34082
109179,Aucoumea klaineana,12.7087,-1.34082
108143,Begonia anisosepala,10.7333,3.105
108144,Begonia sciaphila,10.7433,2.94667
108145,Begonia anisosepala,10.7833,-0.066667
108146,Begonia gabonensis,10.344,-1.9415
108149,Begonia elatostemmoides,10.4833,-0.6
108150,Begonia elatostemmoides,10.25,0.6
108151,Begonia elatostemmoides,11.3167,2.91667
108154,Begonia susaniae,10.3333,0.7
108160,Begonia minutifolia,10.2667,0.55
108161,Begonia sciaphila,10.9333,0.216667
108162,Begonia komoensis,9.88333,-1.95
108163,Begonia komoensis,9.83333,-1.91667
108164,Begonia elatostemmoides,12.05,-0.433333
108166,Begonia elatostemmoides,13,-0.7
108167,Begonia scapigera subsp. Australis,10.8333,-2.66667
108168,Begonia komoensis,11.9167,0.5
108169,Begonia elatostemmoides,13.1333,1.08333
108170,Begonia elatostemmoides,9.88333,-1.78333
108171,Begonia susaniae,10.1833,0.266667
108172,Begonia anisosepala,10.1833,0.266667
108174,Begonia susaniae,10.1833,0.266667
108175,Begonia auriculata,10.2833,0.45
108177,Begonia susaniae,10.2833,0.45
108178,Begonia heterochroma,10.2833,0.45
108179,Begonia erectotricha,10.2833,0.45
108180,Begonia erectotricha,10.2833,0.45
108181,Begonia auriculata,10.2833,0.45
108184,Begonia auriculata,10.2667,0.416667
108185,Begonia susaniae,10.3,0.633333
108186,Begonia clypeifolia,10.3333,0.65
108188,Begonia heterochroma,10.1333,0.55
108189,Begonia susaniae,10.1833,0.35
108191,Begonia susaniae,10.3,0.533333
108192,Begonia erectotricha,10.2833,0.45
108193,Begonia sciaphila,11.53,-0.441167
108195,Begonia mbangaensis,11.56,-1.2675
108196,Begonia susaniae,10.4033,0.613333
108197,Begonia susaniae,10.4033,0.613333
108424,Begonia scapigera subsp. Australis,12.7333,-2.95
108425,Begonia susaniae,10.1333,2.16667
108426,Begonia zenkeriana,9.9,2.58333
108428,Begonia clypeifolia,10.0833,0.283333
108430,Begonia elatostemmoides,10.6968,3.0995
108431,Begonia clypeifolia,10.4167,0.533333
108432,Begonia sciaphila,10.4167,0.533333
108433,Begonia elatostemmoides,10.45,0.55
108434,Begonia scutulum,10.4167,0.533333
108435,Begonia clypeifolia,10.5167,0.933333
108436,Begonia auriculata,10.4,0.516667
108437,Begonia komoensis,10.3833,0.683333
108438,Begonia susaniae,10.4667,0.55
108439,Begonia sciaphila,10.4,0.516667
108442,Begonia gabonensis,10.4,0.6
108693,Aucoumea klaineana,11.2231,-0.67895
108694,Aucoumea klaineana,11.2296,-0.69832
108695,Aucoumea klaineana,11.2256,-0.68261
108696,Aucoumea klaineana,12.3629,-0.07112
108697,Aucoumea klaineana,12.3629,-0.07112
108698,Aucoumea klaineana,10.1959,0.44736
108699,Aucoumea klaineana,12.7245,-1.34358
108700,Aucoumea klaineana,12.7245,-1.34358
108701,Aucoumea klaineana,12.7245,-1.34358
108702,Aucoumea klaineana,12.7245,-1.34358
108703,Aucoumea klaineana,12.7245,-1.34358
108868,Aucoumea klaineana,12.7202,-1.35172
108869,Aucoumea klaineana,12.7202,-1.35172
108870,Aucoumea klaineana,12.7202,-1.35172
108871,Aucoumea klaineana,12.7202,-1.35172
108872,Aucoumea klaineana,12.7119,-1.3511
108873,Aucoumea klaineana,12.7119,-1.3511
108874,Aucoumea klaineana,12.7119,-1.3511
108875,Aucoumea klaineana,12.7119,-1.3511
108876,Aucoumea klaineana,12.7119,-1.3511
108877,Aucoumea klaineana,12.7171,-1.3437
108198,Begonia scutulum,10.4033,0.613333
108199,Begonia sciaphila,10.4033,0.613333
108200,Begonia clypeifolia,10.4033,0.613333
108201,Begonia susaniae,10.2833,0.45
108202,Begonia elatostemmoides,9.98333,2.98333
108203,Begonia minutifolia,10.4167,0.616667
108204,Begonia susaniae,10.25,0.433333
108205,Begonia erectocaulis,10.4167,0.616667
108206,Begonia scutulum,10.4167,0.616667
108207,Begonia minutifolia,10.4167,0.616667
108212,Begonia ferramica,13.1667,1.13333
108214,Begonia elatostemmoides,10.3833,3.06667
108215,Begonia clypeifolia,11.1683,-2.70667
108216,Begonia atroglandulosa subsp. Atroglandulosa,11.31,-1.87667
108217,Begonia minutifolia,10.4,0.616667
108218,Begonia elatostemmoides,10.4,0.616667
108220,Begonia erectocaulis,10.4167,0.616667
108221,Begonia clypeifolia,10.4,0.6
108459,Begonia susaniae,10.4057,0.6385
108460,Begonia elatostemmoides,11.4519,-0.429722
108461,Begonia susaniae,10.3167,0.65
108463,Begonia scutulum,10.4833,0.833333
108587,Begonia anisosepala,10.76,0.091389
108590,Begonia elatostemmoides,10.5061,0.46
108592,Aucoumea klaineana,10.498,-0.82492
108593,Aucoumea klaineana,10.498,-0.82492
108594,Aucoumea klaineana,10.61,-0.81044
108595,Aucoumea klaineana,10.4612,-0.8309
108596,Aucoumea klaineana,10.6228,-0.81384
108597,Aucoumea klaineana,10.5275,-0.83197
108598,Aucoumea klaineana,10.5348,-0.80468
108599,Aucoumea klaineana,10.5348,-0.80468
108600,Aucoumea klaineana,12.2362,-2.04475
108601,Aucoumea klaineana,12.1972,-2.04255
108602,Aucoumea klaineana,12.1972,-2.04255
108603,Aucoumea klaineana,12.1972,-2.04255
108604,Aucoumea klaineana,10.8753,-1.37502
108222,Begonia auriculata,10.45,0.566667
108223,Begonia minutifolia,10.45,0.566667
108224,Begonia clypeifolia,10.4167,0.616667
108225,Begonia erectocaulis,10.4167,0.616667
108226,Begonia erectocaulis,10.4167,0.6
108227,Begonia clypeifolia,10.4333,0.566667
108228,Begonia susaniae,10.45,0.55
108229,Begonia clypeifolia,10.3333,0.7
108230,Begonia clypeifolia,10.4,0.65
108231,Begonia susaniae,10.3833,0.666667
108233,Begonia komoensis,10.3667,0.683333
108234,Begonia auriculata,10.35,0.7
108235,Begonia clypeifolia,10.3333,0.7
108236,Begonia susaniae,10.3167,0.716667
108237,Begonia aspleniifolia,10.3167,0.716667
108238,Begonia scutulum,10.3167,0.716667
108239,Begonia scutulum,10.3,0.733333
108241,Begonia scutulum,10.3,0.75
108250,Begonia auriculata,10.2,0.85
108251,Begonia karperi,10.1833,0.866667
108252,Begonia sciaphila,10.4,2.8
108253,Begonia sciaphila,10.25,2.78333
108254,Begonia sciaphila,10.6167,3.25
108255,Begonia sciaphila,10.7,3.56667
108256,Begonia elatostemmoides,10.495,-2.37833
108257,Begonia gabonensis,10.45,-2.4
108258,Begonia dewildei,10.45,-2.4
108265,Begonia komoensis,10.1833,0.35
108266,Begonia clypeifolia,11.3278,-1.16383
108267,Begonia sciaphila,11.9167,-4.08333
108268,Begonia minutifolia,10.3333,0.65
108270,Begonia erectotricha,10.25,0.7
108271,Begonia montis-alenensis,10.2063,1.43838
108272,Begonia elatostemmoides,10.9,1.81667
108276,Begonia karperi,10.1833,0.883333
108277,Begonia anisosepala,10.1667,0.966667
108278,Begonia auriculata,10.1667,0.991667
108279,Begonia scutulum,10.1667,0.966667
108283,Begonia erectotricha,10.35,0.483333
108284,Begonia heterochroma,10.2667,0.483333
108285,Begonia scutulum,10.2667,0.5
108286,Begonia clypeifolia,10.55,0.766667
108287,Begonia scutulum,10.2333,0.816667
108288,Begonia heterochroma,10.1333,0.433333
108289,Begonia heterochroma,10.0167,0.866667
108290,Begonia peperomioides,10.15,0.883333
108291,Begonia zenkeriana,10,2.85
108292,Begonia clypeifolia,10.5333,0.866667
108293,Begonia susaniae,10.5333,0.866667
108294,Begonia clypeifolia,10.5167,0.816667
108296,Begonia erectocaulis,10.5167,0.816667
108299,Begonia aspleniifolia,10.1667,0.95
108300,Begonia heterochroma,9.96667,3.01667
108301,Begonia elatostemmoides,11.1667,0.833333
108303,Begonia elatostemmoides,11.1,0.766667
108304,Begonia susaniae,10.3,0.466667
108305,Begonia susaniae,9.6,0.866667
108306,Begonia clypeifolia,11.55,-0.5
108307,Begonia elatostemmoides,12.7667,-4.65
108308,Begonia elatostemmoides,15.7333,-4.23333
108309,Begonia gossweileri,12.45,-4.3
108310,Begonia sciaphila,12.4167,-4.23333
108311,Begonia sciaphila,12.5,-4.5
108313,Begonia clypeifolia,10.5833,-2.43333
108314,Begonia clypeifolia,13.1,0.383333
108315,Begonia anisosepala,10.75,-0.116667
108317,Begonia elatostemmoides,10.75,-0.116667
108318,Begonia wilksii,10.8167,-0.116667
108319,Begonia elatostemmoides,10.8167,-0.116667
108320,Begonia gabonensis,10.1133,-2.78667
108321,Begonia susaniae,10.3833,0.7
108323,Begonia erectocaulis,10.3167,0.666667
108324,Begonia clypeifolia,10.3167,0.666667
108325,Begonia susaniae,10.35,0.616667
108326,Begonia clypeifolia,10.35,0.616667
108327,Begonia komoensis,10.2,0.883333
108328,Begonia scutulum,10.2,0.883333
108329,Begonia gabonensis,10.3833,0.616667
108330,Begonia atroglandulosa subsp. Atroglandulosa,11.7667,-1.65
108332,Begonia susaniae,10.35,0.6
108333,Begonia clypeifolia,11.7333,-0.6
108334,Begonia clypeifolia,11.7667,-0.633333
108335,Begonia vittariifolia,10.3,0.55
108336,Begonia elatostemmoides,10.4167,3.08333
108338,Begonia heterochroma,10.3,0.516667
108339,Begonia susaniae,10.3,0.516667
108340,Begonia susaniae,10.3,0.516667
108341,Begonia komoensis,10.3667,0.616667
108342,Begonia komoensis,9.91667,-1.91667
108343,Begonia atroglandulosa subsp. Atroglandulosa,11.7667,-1.65
108344,Begonia elatostemmoides,11.4167,-1.71667
108345,Begonia clypeifolia,11.5,-0.416667
108346,Begonia elatostemmoides,9.65,0.616667
108347,Begonia komoensis,9.83333,-1.86667
108348,Begonia ferramica,11.1361,-3.29028
108349,Begonia komoensis,10,-1.9
108352,Begonia elatostemmoides,10.7167,3.23333
108354,Begonia mbangaensis,10.8117,-0.43
108356,Begonia susaniae,10.7667,-0.12
108358,Begonia atroglandulosa subsp. Atroglandulosa,11.8,-1.66667
108359,Begonia elatostemmoides,11.25,-1.66667
108366,Begonia erectocaulis,10.4,0.616667
108367,Begonia scutulum,10.4,0.616667
108368,Begonia clypeifolia,10.4,0.616667
108369,Begonia susaniae,10.3833,0.616667
108370,Begonia clypeifolia,10.3833,0.616667
108371,Begonia susaniae,10.3833,0.616667
108372,Begonia erectocaulis,10.4,0.6
108373,Begonia komoensis,10.5167,-2.38333
108375,Begonia elatostemmoides,11.25,-1.66667
108376,Begonia sciaphila,11.25,-1.66667
108377,Begonia susaniae,10.4048,0.628417
108379,Begonia anisosepala,10.7667,-0.12
108385,Begonia atroglandulosa subsp. Atroglandulosa,11.45,-1.78333
108387,Begonia scapigera subsp. Australis,11.5,-2.18333
108389,Begonia elatostemmoides,10.7448,3.102
108393,Begonia komoensis,11.9333,0.316667
108394,Begonia komoensis,11.2833,0.683333
108395,Begonia komoensis,9.9,-1.93333
108396,Begonia heterochroma,9.95,3.01667
108398,Begonia zenkeriana,9.98333,2.98333
108399,Begonia zenkeriana,9.98333,2.88333
108400,Begonia elatostemmoides,10.1167,3.01667
108401,Begonia zenkeriana,10.05,2.73333
108402,Begonia atroglandulosa subsp. Atroglandulosa,11.6,-1.46667
108403,Begonia clypeifolia,11.7667,-1.63333
108404,Begonia aspleniifolia,11.75,-1.63333
108405,Begonia susaniae,10.3,0.483333
108406,Begonia clypeifolia,10.3,0.483333
108407,Begonia auriculata,10.3,0.483333
108408,Begonia gossweileri,12.5833,-4.58333
108409,Begonia montis-elephantis,10.0167,2.8
108410,Begonia elatostemmoides,10.7448,3.1025
108411,Begonia elatostemmoides,10.45,0.7
108413,Begonia susaniae,10.45,0.7
108414,Begonia erectocaulis,10.45,0.7
108416,Begonia susaniae,10.4,0.616667
108417,Begonia clypeifolia,10.4,0.616667
108418,Begonia minutifolia,10.4,0.616667
108419,Begonia vittariifolia,10.3,0.533333
108420,Begonia clypeifolia,10.3833,0.516667
108421,Begonia susaniae,10.45,0.55
108422,Begonia elatostemmoides,11.6167,3.15
108444,Begonia montis-alenensis,10.3167,1.61667
108445,Begonia elatostemmoides,10.693,3.0965
108446,Begonia gossweileri,12.5833,-4.23333
108447,Begonia komoensis,10.1833,0.35
108448,Begonia sciaphila,10.2536,2.69222
108449,Begonia elatostemmoides,10.2961,2.46028
108450,Begonia zenkeriana,10.2961,2.46028
108451,Begonia clypeifolia,10.3833,0.65
108452,Begonia heterochroma,10.2333,0.55
108454,Begonia elatostemmoides,10.3833,3.08333
108455,Begonia elatostemmoides,10.5333,2.78333
108457,Begonia elatostemmoides,14.9667,-4.01667
108458,Begonia erectocaulis,10.3667,0.683333
108465,Begonia elatostemmoides,10.35,0.616667
108466,Begonia sciaphila,10.3667,0.616667
108467,Begonia erectotricha,10.2803,0.455667
108468,Begonia clypeifolia,10.3167,0.666667
108469,Begonia auriculata,10.3167,0.65
108470,Begonia clypeifolia,10.3167,0.65
108471,Begonia susaniae,10.4,0.583333
108472,Begonia sciaphila,10.7317,3.10333
108474,Begonia auriculata,10.3833,0.616667
108475,Begonia elatostemmoides,10.3139,1.69917
108476,Begonia komoensis,10.3139,1.6244
108479,Begonia atroglandulosa subsp. Atroglandulosa,10.3183,1.66
108484,Begonia komoensis,9.88333,-1.95
108485,Begonia clypeifolia,11.9167,-0.683333
108486,Begonia gossweileri,11.9167,-4.08333
108487,Begonia erectocaulis,10.3833,0.666667
108488,Begonia sciaphila,10.7333,3.1
108489,Begonia gabonensis,10.5833,-2.6
108490,Begonia elatostemmoides,11.1683,-2.70667
108491,Begonia erectotricha,10.05,0.866667
108492,Begonia elatostemmoides,12.9333,-4.98333
108493,Begonia elatostemmoides,10.2333,2.63333
108494,Begonia elatostemmoides,11.3333,-3.83333
108497,Begonia komoensis,11.21,1.00167
108498,Begonia clypeifolia,10.2991,1.6244
108499,Begonia clypeifolia,10.2991,1.6244
108504,Begonia elatostemmoides,10.2991,1.6244
108505,Begonia komoensis,10.2913,1.66015
108506,Begonia komoensis,11.285,0.946667
108507,Begonia komoensis,11.21,1.00167
108508,Begonia komoensis,10.2991,1.6244
108509,Begonia komoensis,10.2991,1.6244
108510,Begonia komoensis,10.2913,1.66015
108511,Begonia komoensis,10.2913,1.66015
108514,Begonia minutifolia,10.5022,0.947667
108515,Begonia susaniae,10.5022,0.947667
108516,Begonia clypeifolia,10.517,0.940167
108519,Begonia anisosepala,10.2932,1.65827
108520,Begonia komoensis,10.2225,1.56627
108521,Begonia anisosepala,10.2982,1.66363
108522,Begonia anisosepala,10.2982,1.66363
108525,Begonia sciaphila,10.0967,1.61132
108527,Begonia susaniae,10.35,0.696433
108528,Begonia susaniae,10.35,0.696433
108532,Begonia susaniae,10.4028,0.614633
108533,Begonia clypeifolia,10.4028,0.614633
108546,Begonia elatostemmoides,10.2771,0.478767
108550,Aucoumea klaineana,12.7087,-1.34082
108551,Aucoumea klaineana,12.7087,-1.34082
108552,Aucoumea klaineana,12.7087,-1.34082
108553,Aucoumea klaineana,12.7087,-1.34082
108554,Aucoumea klaineana,12.2182,-2.04184
108555,Aucoumea klaineana,12.2182,-2.04184
108556,Aucoumea klaineana,12.2182,-2.04184
108557,Aucoumea klaineana,12.2283,-2.03921
108558,Aucoumea klaineana,9.3248,0.3094
108559,Aucoumea klaineana,11.2231,-0.67895
108560,Aucoumea klaineana,10.1892,0.44238
108561,Aucoumea klaineana,12.7119,-1.3511
108562,Aucoumea klaineana,10.4719,-0.77366
108563,Aucoumea klaineana,10.4719,-0.77366
108564,Aucoumea klaineana,10.4719,-0.77366
108565,Aucoumea klaineana,10.5633,-0.83266
108566,Aucoumea klaineana,10.5633,-0.83266
108567,Aucoumea klaineana,10.5633,-0.83266
108568,Aucoumea klaineana,10.61,-0.81044
108569,Aucoumea klaineana,10.5275,-0.83197
108570,Aucoumea klaineana,12.7247,-1.33595
108680,Aucoumea klaineana,11.3038,-1.21446
108681,Aucoumea klaineana,11.2646,-0.85146
108682,Aucoumea klaineana,11.2646,-0.85146
108683,Aucoumea klaineana,11.2573,-0.85467
108684,Aucoumea klaineana,11.2573,-0.85467
108685,Aucoumea klaineana,11.2573,-0.85467
108686,Aucoumea klaineana,11.2573,-0.85467
108687,Aucoumea klaineana,11.2573,-0.85467
108688,Aucoumea klaineana,11.2573,-0.85467
108689,Aucoumea klaineana,11.2573,-0.85467
108690,Aucoumea klaineana,11.2573,-0.85467
108691,Aucoumea klaineana,11.2839,-0.85321
108692,Aucoumea klaineana,11.2622,-0.8424
108704,Aucoumea klaineana,12.7245,-1.34358
108705,Aucoumea klaineana,12.7245,-1.34358
108706,Aucoumea klaineana,12.7245,-1.34358
108707,Aucoumea klaineana,12.7245,-1.34358
108708,Aucoumea klaineana,12.7245,-1.34358
108709,Aucoumea klaineana,12.7245,-1.34358
108710,Aucoumea klaineana,11.2872,-1.2263
108711,Aucoumea klaineana,11.2872,-1.2263
108712,Aucoumea klaineana,12.7247,-1.33595
108713,Aucoumea klaineana,12.7247,-1.33595
108714,Aucoumea klaineana,12.7247,-1.33595
108715,Aucoumea klaineana,12.7247,-1.33595
108716,Aucoumea klaineana,12.7247,-1.33595
108717,Aucoumea klaineana,12.7247,-1.33595
108718,Aucoumea klaineana,12.7247,-1.33595
108719,Aucoumea klaineana,12.7202,-1.35172
108720,Aucoumea klaineana,12.7202,-1.35172
109003,Aucoumea klaineana,12.7171,-1.3437
109004,Aucoumea klaineana,12.7171,-1.3437
109005,Aucoumea klaineana,12.7171,-1.3437
109006,Aucoumea klaineana,12.7087,-1.34082
109007,Aucoumea klaineana,12.7087,-1.34082
108610,Aucoumea klaineana,11.1937,-1.07767
108614,Begonia elatostemmoides,10.3,1.65
108615,Begonia komoensis,11.3301,1.45262
108616,Begonia komoensis,11.3301,1.45262
108617,Begonia komoensis,11.0348,1.45745
108618,Begonia komoensis,10.3,1.61667
108619,Begonia komoensis,10.2913,1.66015
108620,Begonia komoensis,10.2913,1.66015
108621,Begonia elatostemmoides,10.4673,1.58392
108622,Begonia minutifolia,10.4,0.633333
108623,Begonia gabonensis,10.2,0.883333
108624,Begonia letestui,11.3333,-1.66667
108625,Begonia gabonensis,10.4,0.6
108626,Begonia gabonensis,10.2,0.883333
108627,Begonia gabonensis,10.2,0.883333
108629,Cordia gilletii,15.0833,-5.15
108630,Cordia gilletii,14.35,-5.21667
108631,Cordia gilletii,15.1,-5.13333
108752,Aucoumea klaineana,11.3013,-1.2313
108753,Aucoumea klaineana,11.3009,-1.22125
108754,Aucoumea klaineana,11.3009,-1.22125
108755,Aucoumea klaineana,11.3009,-1.22125
108756,Aucoumea klaineana,11.3009,-1.22125
108757,Aucoumea klaineana,11.3009,-1.22125
108758,Aucoumea klaineana,11.3009,-1.22125
108759,Aucoumea klaineana,11.3009,-1.22125
108760,Aucoumea klaineana,11.3009,-1.22125
108761,Aucoumea klaineana,10.5624,-0.72918
108762,Aucoumea klaineana,10.5242,-0.81267
108763,Aucoumea klaineana,10.61,-0.81044
108764,Aucoumea klaineana,10.4719,-0.77366
108765,Aucoumea klaineana,10.4719,-0.77366
108766,Aucoumea klaineana,10.4719,-0.77366
108767,Aucoumea klaineana,10.4719,-0.77366
108768,Aucoumea klaineana,10.4719,-0.77366
108769,Aucoumea klaineana,10.4719,-0.77366
108770,Aucoumea klaineana,10.4719,-0.77366
108771,Aucoumea klaineana,10.4719,-0.77366
108772,Aucoumea klaineana,10.498,-0.82492
108773,Aucoumea klaineana,10.498,-0.82492
108917,Aucoumea klaineana,10.8753,-1.37502
108918,Aucoumea klaineana,10.8753,-1.37502
108919,Aucoumea klaineana,10.864,-1.38569
108920,Aucoumea klaineana,10.864,-1.38569
108921,Aucoumea klaineana,10.864,-1.38569
108922,Aucoumea klaineana,10.8774,-1.38889
108923,Aucoumea klaineana,10.8774,-1.38889
108924,Aucoumea klaineana,10.8774,-1.38889
108925,Aucoumea klaineana,10.8774,-1.38889
108926,Aucoumea klaineana,10.8774,-1.38889
109070,Aucoumea klaineana,12.2182,-2.04184
109071,Aucoumea klaineana,12.2182,-2.04184
109072,Aucoumea klaineana,12.2182,-2.04184
109073,Aucoumea klaineana,12.2182,-2.04184
109074,Aucoumea klaineana,11.2622,-0.8424
109075,Aucoumea klaineana,11.2899,-1.23351
108657,Gymnosiphon constrictus,10.8833,-1.23333
108658,Gymnosiphon constrictus,10.25,0.55
108659,Gymnosiphon constrictus,10.2,0.883333
108660,Gymnosiphon constrictus,10.4,0.6
108664,Gymnosiphon constrictus,10.3833,0.616667
108665,Gymnosiphon constrictus,10.4032,0.613333
108666,Gymnosiphon constrictus,10.3967,0.608333
108669,Aucoumea klaineana,10.2703,0.47531
108670,Aucoumea klaineana,11.3013,-1.2313
108671,Aucoumea klaineana,11.2622,-0.8424
108672,Aucoumea klaineana,11.2899,-1.23351
108673,Aucoumea klaineana,9.3248,0.3094
108674,Aucoumea klaineana,9.3181,0.3227
108675,Aucoumea klaineana,9.3181,0.3227
108676,Aucoumea klaineana,9.3181,0.3227
108677,Aucoumea klaineana,11.3038,-1.21446
108721,Aucoumea klaineana,12.7202,-1.35172
